hour,PL,PL pomorskie,PL zachodniopomorskie,DE,LT,SE
2013-04-20 07:00:00,0.388,0.388,0.388,0.359,0.759,0.434
2013-04-20 08:00:00,0.338,0.338,0.338,0.335,0.656,0.401
2013-04-20 09:00:00,0.269,0.269,0.269,0.275,0.494,0.334
2013-04-20 10:00:00,0.196,0.196,0.196,0.18,0.337,0.291
2013-04-20 11:00:00,0.131,0.131,0.131,0.075,0.23,0.261
2013-04-20 12:00:00,0.1,0.1,0.1,0.041,0.227,0.225
2013-04-20 13:00:00,0.049,0.049,0.049,0.034,0.181,0.169
2013-04-20 14:00:00,0.022,0.022,0.022,0.033,0.145,0.133
2013-04-20 15:00:00,0.009,0.009,0.009,0.036,0.111,0.099
2013-04-20 16:00:00,0.003,0.003,0.003,0.042,0.085,0.061
2013-04-20 17:00:00,0.0,0.0,0.0,0.049,0.069,0.03
2013-04-20 18:00:00,0.0,0.0,0.0,0.048,0.054,0.017
2013-04-20 19:00:00,0.0,0.0,0.0,0.053,0.047,0.014
2013-04-20 20:00:00,0.0,0.0,0.0,0.065,0.046,0.017
2013-04-20 21:00:00,0.0,0.0,0.0,0.069,0.041,0.026
2013-04-20 22:00:00,0.0,0.0,0.0,0.07,0.029,0.033
2013-04-20 23:00:00,0.001,0.001,0.001,0.063,0.025,0.051
2013-04-21 00:00:00,0.006,0.006,0.006,0.056,0.011,0.062
2013-04-21 01:00:00,0.018,0.018,0.018,0.056,0.005,0.076
2013-04-21 02:00:00,0.038,0.038,0.038,0.072,0.003,0.088
2013-04-21 03:00:00,0.062,0.062,0.062,0.109,0.002,0.104
2013-04-21 04:00:00,0.08,0.08,0.08,0.138,0.001,0.116
2013-04-21 05:00:00,0.098,0.098,0.098,0.14,0.001,0.12
2013-04-21 06:00:00,0.13,0.13,0.13,0.136,0.005,0.134
2013-04-21 07:00:00,0.156,0.156,0.156,0.147,0.01,0.158
2013-04-21 08:00:00,0.165,0.165,0.165,0.177,0.014,0.191
2013-04-21 09:00:00,0.166,0.166,0.166,0.214,0.018,0.216
2013-04-21 10:00:00,0.181,0.181,0.181,0.23,0.023,0.243
2013-04-21 11:00:00,0.233,0.233,0.233,0.188,0.047,0.283
2013-04-21 12:00:00,0.269,0.269,0.269,0.161,0.041,0.282
2013-04-21 13:00:00,0.345,0.345,0.345,0.15,0.032,0.308
2013-04-21 14:00:00,0.413,0.413,0.413,0.143,0.013,0.362
2013-04-21 15:00:00,0.469,0.469,0.469,0.145,0.003,0.456
2013-04-21 16:00:00,0.548,0.548,0.548,0.166,0.004,0.552
2013-04-21 17:00:00,0.627,0.627,0.627,0.188,0.017,0.598
2013-04-21 18:00:00,0.714,0.714,0.714,0.164,0.056,0.634
2013-04-21 19:00:00,0.784,0.784,0.784,0.126,0.117,0.685
2013-04-21 20:00:00,0.856,0.856,0.856,0.101,0.19,0.738
2013-04-21 21:00:00,0.885,0.885,0.885,0.088,0.236,0.763
2013-04-21 22:00:00,0.899,0.899,0.899,0.094,0.295,0.777
2013-04-21 23:00:00,0.913,0.913,0.913,0.105,0.466,0.783
2013-04-22 00:00:00,0.906,0.906,0.906,0.103,0.667,0.775
2013-04-22 01:00:00,0.896,0.896,0.896,0.089,0.746,0.767
2013-04-22 02:00:00,0.861,0.861,0.861,0.085,0.702,0.756
2013-04-22 03:00:00,0.789,0.789,0.789,0.101,0.639,0.723
2013-04-22 04:00:00,0.674,0.674,0.674,0.124,0.561,0.671
2013-04-22 05:00:00,0.597,0.597,0.597,0.132,0.482,0.64
2013-04-22 06:00:00,0.589,0.589,0.589,0.127,0.455,0.629
2013-04-22 07:00:00,0.592,0.592,0.592,0.137,0.488,0.611
2013-04-22 08:00:00,0.592,0.592,0.592,0.201,0.549,0.586
2013-04-22 09:00:00,0.612,0.612,0.612,0.266,0.649,0.563
2013-04-22 10:00:00,0.627,0.627,0.627,0.324,0.709,0.528
2013-04-22 11:00:00,0.593,0.593,0.593,0.368,0.629,0.475
2013-04-22 12:00:00,0.602,0.602,0.602,0.463,0.566,0.463
2013-04-22 13:00:00,0.644,0.644,0.644,0.569,0.537,0.47
2013-04-22 14:00:00,0.627,0.627,0.627,0.655,0.489,0.46
2013-04-22 15:00:00,0.572,0.572,0.572,0.705,0.437,0.443
2013-04-22 16:00:00,0.503,0.503,0.503,0.762,0.384,0.43
2013-04-22 17:00:00,0.43,0.43,0.43,0.823,0.379,0.426
2013-04-22 18:00:00,0.411,0.411,0.411,0.86,0.464,0.469
2013-04-22 19:00:00,0.446,0.446,0.446,0.88,0.646,0.559
2013-04-22 20:00:00,0.496,0.496,0.496,0.897,0.87,0.616
2013-04-22 21:00:00,0.477,0.477,0.477,0.901,0.935,0.646
2013-04-22 22:00:00,0.447,0.447,0.447,0.893,0.933,0.68
2013-04-22 23:00:00,0.625,0.625,0.625,0.9,0.868,0.807
2013-04-23 00:00:00,0.67,0.67,0.67,0.903,0.637,0.8
2013-04-23 01:00:00,0.649,0.649,0.649,0.916,0.57,0.783
2013-04-23 02:00:00,0.59,0.59,0.59,0.931,0.531,0.783
2013-04-23 03:00:00,0.515,0.515,0.515,0.936,0.471,0.816
2013-04-23 04:00:00,0.514,0.514,0.514,0.936,0.368,0.882
2013-04-23 05:00:00,0.628,0.628,0.628,0.927,0.387,0.935
2013-04-23 06:00:00,0.82,0.82,0.82,0.908,0.475,0.945
2013-04-23 07:00:00,0.92,0.92,0.92,0.897,0.642,0.943
2013-04-23 08:00:00,0.946,0.946,0.946,0.872,0.829,0.933
2013-04-23 09:00:00,0.95,0.95,0.95,0.832,0.929,0.926
2013-04-23 10:00:00,0.95,0.95,0.95,0.811,0.949,0.927
2013-04-23 11:00:00,0.95,0.95,0.95,0.784,0.949,0.898
2013-04-23 12:00:00,0.95,0.95,0.95,0.795,0.95,0.903
2013-04-23 13:00:00,0.95,0.95,0.95,0.792,0.95,0.88
2013-04-23 14:00:00,0.95,0.95,0.95,0.801,0.95,0.859
2013-04-23 15:00:00,0.95,0.95,0.95,0.846,0.95,0.871
2013-04-23 16:00:00,0.95,0.95,0.95,0.838,0.95,0.886
2013-04-23 17:00:00,0.95,0.95,0.95,0.811,0.95,0.886
2013-04-23 18:00:00,0.95,0.95,0.95,0.796,0.95,0.906
2013-04-23 19:00:00,0.95,0.95,0.95,0.794,0.95,0.907
2013-04-23 20:00:00,0.95,0.95,0.95,0.804,0.95,0.865
2013-04-23 21:00:00,0.95,0.95,0.95,0.796,0.95,0.836
2013-04-23 22:00:00,0.95,0.95,0.95,0.805,0.95,0.856
2013-04-23 23:00:00,0.95,0.95,0.95,0.774,0.95,0.868
2013-04-24 00:00:00,0.95,0.95,0.95,0.744,0.95,0.85
2013-04-24 01:00:00,0.95,0.95,0.95,0.683,0.95,0.813
2013-04-24 02:00:00,0.95,0.95,0.95,0.636,0.95,0.782
2013-04-24 03:00:00,0.95,0.95,0.95,0.612,0.95,0.765
2013-04-24 04:00:00,0.95,0.95,0.95,0.583,0.95,0.789
2013-04-24 05:00:00,0.95,0.95,0.95,0.538,0.95,0.825
2013-04-24 06:00:00,0.95,0.95,0.95,0.475,0.95,0.815
2013-04-24 07:00:00,0.95,0.95,0.95,0.449,0.95,0.809
2013-04-24 08:00:00,0.95,0.95,0.95,0.49,0.95,0.812
2013-04-24 09:00:00,0.95,0.95,0.95,0.59,0.95,0.815
2013-04-24 10:00:00,0.95,0.95,0.95,0.74,0.95,0.816
2013-04-24 11:00:00,0.947,0.947,0.947,0.806,0.949,0.826
2013-04-24 12:00:00,0.95,0.95,0.95,0.869,0.95,0.852
2013-04-24 13:00:00,0.95,0.95,0.95,0.902,0.95,0.863
2013-04-24 14:00:00,0.95,0.95,0.95,0.924,0.95,0.891
2013-04-24 15:00:00,0.95,0.95,0.95,0.935,0.95,0.898
2013-04-24 16:00:00,0.95,0.95,0.95,0.937,0.95,0.884
2013-04-24 17:00:00,0.95,0.95,0.95,0.936,0.95,0.884
2013-04-24 18:00:00,0.95,0.95,0.95,0.919,0.95,0.895
2013-04-24 19:00:00,0.95,0.95,0.95,0.832,0.95,0.902
2013-04-24 20:00:00,0.95,0.95,0.95,0.628,0.95,0.896
2013-04-24 21:00:00,0.95,0.95,0.95,0.419,0.95,0.885
2013-04-24 22:00:00,0.95,0.95,0.95,0.292,0.95,0.869
2013-04-24 23:00:00,0.95,0.95,0.95,0.265,0.95,0.85
2013-04-25 00:00:00,0.95,0.95,0.95,0.251,0.95,0.822
2013-04-25 01:00:00,0.95,0.95,0.95,0.236,0.95,0.792
2013-04-25 02:00:00,0.95,0.95,0.95,0.198,0.95,0.764
2013-04-25 03:00:00,0.95,0.95,0.95,0.134,0.95,0.732
2013-04-25 04:00:00,0.946,0.946,0.946,0.074,0.95,0.692
2013-04-25 05:00:00,0.887,0.887,0.887,0.041,0.944,0.618
2013-04-25 06:00:00,0.746,0.746,0.746,0.028,0.891,0.597
2013-04-25 07:00:00,0.613,0.613,0.613,0.029,0.808,0.563
2013-04-25 08:00:00,0.516,0.516,0.516,0.029,0.781,0.521
2013-04-25 09:00:00,0.388,0.388,0.388,0.043,0.742,0.446
2013-04-25 10:00:00,0.257,0.257,0.257,0.099,0.667,0.368
2013-04-25 11:00:00,0.12,0.12,0.12,0.104,0.484,0.275
2013-04-25 12:00:00,0.106,0.106,0.106,0.176,0.32,0.257
2013-04-25 13:00:00,0.158,0.158,0.158,0.285,0.198,0.278
2013-04-25 14:00:00,0.297,0.297,0.297,0.405,0.19,0.326
2013-04-25 15:00:00,0.483,0.483,0.483,0.504,0.25,0.395
2013-04-25 16:00:00,0.535,0.535,0.535,0.58,0.311,0.406
2013-04-25 17:00:00,0.556,0.556,0.556,0.635,0.302,0.454
2013-04-25 18:00:00,0.614,0.614,0.614,0.703,0.307,0.487
2013-04-25 19:00:00,0.547,0.547,0.547,0.757,0.29,0.532
2013-04-25 20:00:00,0.548,0.548,0.548,0.752,0.267,0.581
2013-04-25 21:00:00,0.521,0.521,0.521,0.644,0.315,0.56
2013-04-25 22:00:00,0.484,0.484,0.484,0.433,0.429,0.537
2013-04-25 23:00:00,0.565,0.565,0.565,0.42,0.544,0.536
2013-04-26 00:00:00,0.462,0.462,0.462,0.4,0.703,0.411
2013-04-26 01:00:00,0.319,0.319,0.319,0.388,0.74,0.327
2013-04-26 02:00:00,0.191,0.191,0.191,0.371,0.675,0.343
2013-04-26 03:00:00,0.326,0.326,0.326,0.345,0.385,0.466
2013-04-26 04:00:00,0.651,0.651,0.651,0.289,0.365,0.58
2013-04-26 05:00:00,0.9,0.9,0.9,0.233,0.682,0.6
2013-04-26 06:00:00,0.949,0.949,0.949,0.2,0.816,0.598
2013-04-26 07:00:00,0.95,0.95,0.95,0.151,0.949,0.578
2013-04-26 08:00:00,0.948,0.948,0.948,0.101,0.95,0.551
2013-04-26 09:00:00,0.919,0.919,0.919,0.06,0.95,0.475
2013-04-26 10:00:00,0.8,0.8,0.8,0.033,0.948,0.328
2013-04-26 11:00:00,0.349,0.349,0.349,0.012,0.819,0.163
2013-04-26 12:00:00,0.178,0.178,0.178,0.011,0.554,0.124
2013-04-26 13:00:00,0.117,0.117,0.117,0.015,0.298,0.122
2013-04-26 14:00:00,0.145,0.145,0.145,0.017,0.196,0.139
2013-04-26 15:00:00,0.163,0.163,0.163,0.016,0.164,0.121
2013-04-26 16:00:00,0.108,0.108,0.108,0.019,0.164,0.091
2013-04-26 17:00:00,0.036,0.036,0.036,0.029,0.114,0.07
2013-04-26 18:00:00,0.014,0.014,0.014,0.043,0.063,0.044
2013-04-26 19:00:00,0.013,0.013,0.013,0.057,0.052,0.019
2013-04-26 20:00:00,0.053,0.053,0.053,0.06,0.07,0.023
2013-04-26 21:00:00,0.063,0.063,0.063,0.053,0.094,0.028
2013-04-26 22:00:00,0.1,0.1,0.1,0.054,0.082,0.039
2013-04-26 23:00:00,0.202,0.202,0.202,0.091,0.151,0.073
2013-04-27 00:00:00,0.289,0.289,0.289,0.104,0.172,0.131
2013-04-27 01:00:00,0.439,0.439,0.439,0.097,0.224,0.2
2013-04-27 02:00:00,0.434,0.434,0.434,0.095,0.335,0.191
2013-04-27 03:00:00,0.397,0.397,0.397,0.099,0.389,0.157
2013-04-27 04:00:00,0.349,0.349,0.349,0.103,0.556,0.1
2013-04-27 05:00:00,0.26,0.26,0.26,0.112,0.635,0.061
2013-04-27 06:00:00,0.184,0.184,0.184,0.115,0.5,0.06
2013-04-27 07:00:00,0.19,0.19,0.19,0.121,0.391,0.076
2013-04-27 08:00:00,0.201,0.201,0.201,0.129,0.343,0.075
2013-04-27 09:00:00,0.159,0.159,0.159,0.142,0.328,0.063
2013-04-27 10:00:00,0.11,0.11,0.11,0.139,0.213,0.054
2013-04-27 11:00:00,0.032,0.032,0.032,0.178,0.074,0.029
2013-04-27 12:00:00,0.012,0.012,0.012,0.177,0.049,0.023
2013-04-27 13:00:00,0.003,0.003,0.003,0.225,0.039,0.018
2013-04-27 14:00:00,0.001,0.001,0.001,0.258,0.024,0.015
2013-04-27 15:00:00,0.004,0.004,0.004,0.239,0.016,0.014
2013-04-27 16:00:00,0.016,0.016,0.016,0.243,0.022,0.016
2013-04-27 17:00:00,0.016,0.016,0.016,0.255,0.019,0.018
2013-04-27 18:00:00,0.016,0.016,0.016,0.289,0.016,0.02
2013-04-27 19:00:00,0.002,0.002,0.002,0.329,0.003,0.025
2013-04-27 20:00:00,0.0,0.0,0.0,0.348,0.001,0.03
2013-04-27 21:00:00,0.0,0.0,0.0,0.361,0.001,0.034
2013-04-27 22:00:00,0.0,0.0,0.0,0.303,0.001,0.042
2013-04-27 23:00:00,0.0,0.0,0.0,0.22,0.006,0.034
2013-04-28 00:00:00,0.0,0.0,0.0,0.196,0.0,0.046
2013-04-28 01:00:00,0.0,0.0,0.0,0.196,0.0,0.063
2013-04-28 02:00:00,0.001,0.001,0.001,0.178,0.0,0.067
2013-04-28 03:00:00,0.003,0.003,0.003,0.136,0.0,0.073
2013-04-28 04:00:00,0.008,0.008,0.008,0.127,0.0,0.062
2013-04-28 05:00:00,0.011,0.011,0.011,0.131,0.0,0.046
2013-04-28 06:00:00,0.011,0.011,0.011,0.142,0.001,0.045
2013-04-28 07:00:00,0.006,0.006,0.006,0.17,0.005,0.053
2013-04-28 08:00:00,0.004,0.004,0.004,0.21,0.001,0.065
2013-04-28 09:00:00,0.006,0.006,0.006,0.247,0.0,0.089
2013-04-28 10:00:00,0.029,0.029,0.029,0.353,0.0,0.114
2013-04-28 11:00:00,0.044,0.044,0.044,0.474,0.0,0.118
2013-04-28 12:00:00,0.061,0.061,0.061,0.573,0.025,0.162
2013-04-28 13:00:00,0.065,0.065,0.065,0.631,0.046,0.219
2013-04-28 14:00:00,0.083,0.083,0.083,0.69,0.06,0.272
2013-04-28 15:00:00,0.1,0.1,0.1,0.689,0.058,0.344
2013-04-28 16:00:00,0.14,0.14,0.14,0.674,0.045,0.461
2013-04-28 17:00:00,0.229,0.229,0.229,0.678,0.035,0.55
2013-04-28 18:00:00,0.288,0.288,0.288,0.697,0.027,0.58
2013-04-28 19:00:00,0.311,0.311,0.311,0.721,0.033,0.586
2013-04-28 20:00:00,0.323,0.323,0.323,0.746,0.046,0.574
2013-04-28 21:00:00,0.304,0.304,0.304,0.771,0.067,0.574
2013-04-28 22:00:00,0.342,0.342,0.342,0.802,0.101,0.618
2013-04-28 23:00:00,0.267,0.267,0.267,0.851,0.082,0.555
2013-04-29 00:00:00,0.225,0.225,0.225,0.877,0.09,0.53
2013-04-29 01:00:00,0.31,0.31,0.31,0.898,0.109,0.516
2013-04-29 02:00:00,0.524,0.524,0.524,0.907,0.221,0.571
2013-04-29 03:00:00,0.716,0.716,0.716,0.897,0.366,0.66
2013-04-29 04:00:00,0.787,0.787,0.787,0.897,0.458,0.729
2013-04-29 05:00:00,0.822,0.822,0.822,0.874,0.552,0.785
2013-04-29 06:00:00,0.791,0.791,0.791,0.831,0.714,0.79
2013-04-29 07:00:00,0.83,0.83,0.83,0.747,0.812,0.799
2013-04-29 08:00:00,0.922,0.922,0.922,0.685,0.907,0.81
2013-04-29 09:00:00,0.938,0.938,0.938,0.689,0.945,0.832
2013-04-29 10:00:00,0.907,0.907,0.907,0.749,0.948,0.869
2013-04-29 11:00:00,0.884,0.884,0.884,0.745,0.94,0.884
2013-04-29 12:00:00,0.891,0.891,0.891,0.825,0.9,0.92
2013-04-29 13:00:00,0.819,0.819,0.819,0.852,0.918,0.909
2013-04-29 14:00:00,0.77,0.77,0.77,0.867,0.903,0.906
2013-04-29 15:00:00,0.76,0.76,0.76,0.894,0.902,0.891
2013-04-29 16:00:00,0.715,0.715,0.715,0.919,0.901,0.838
2013-04-29 17:00:00,0.672,0.672,0.672,0.922,0.875,0.869
2013-04-29 18:00:00,0.648,0.648,0.648,0.931,0.866,0.876
2013-04-29 19:00:00,0.736,0.736,0.736,0.937,0.826,0.88
2013-04-29 20:00:00,0.875,0.875,0.875,0.937,0.757,0.888
2013-04-29 21:00:00,0.941,0.941,0.941,0.934,0.878,0.898
2013-04-29 22:00:00,0.949,0.949,0.949,0.932,0.947,0.894
2013-04-29 23:00:00,0.95,0.95,0.95,0.916,0.95,0.892
2013-04-30 00:00:00,0.949,0.949,0.949,0.913,0.948,0.879
2013-04-30 01:00:00,0.949,0.949,0.949,0.9,0.939,0.878
2013-04-30 02:00:00,0.949,0.949,0.949,0.88,0.933,0.875
2013-04-30 03:00:00,0.95,0.95,0.95,0.853,0.945,0.874
2013-04-30 04:00:00,0.95,0.95,0.95,0.821,0.948,0.874
2013-04-30 05:00:00,0.95,0.95,0.95,0.77,0.949,0.887
2013-04-30 06:00:00,0.949,0.949,0.949,0.713,0.948,0.895
2013-04-30 07:00:00,0.95,0.95,0.95,0.669,0.947,0.884
2013-04-30 08:00:00,0.95,0.95,0.95,0.633,0.949,0.855
2013-04-30 09:00:00,0.95,0.95,0.95,0.578,0.95,0.824
2013-04-30 10:00:00,0.95,0.95,0.95,0.527,0.95,0.82
2013-04-30 11:00:00,0.949,0.949,0.949,0.49,0.95,0.738
2013-04-30 12:00:00,0.95,0.95,0.95,0.402,0.95,0.764
2013-04-30 13:00:00,0.95,0.95,0.95,0.391,0.95,0.786
2013-04-30 14:00:00,0.95,0.95,0.95,0.411,0.95,0.778
2013-04-30 15:00:00,0.95,0.95,0.95,0.373,0.95,0.762
2013-04-30 16:00:00,0.95,0.95,0.95,0.353,0.95,0.751
2013-04-30 17:00:00,0.948,0.948,0.948,0.32,0.95,0.743
2013-04-30 18:00:00,0.945,0.945,0.945,0.269,0.95,0.756
2013-04-30 19:00:00,0.937,0.937,0.937,0.228,0.95,0.76
2013-04-30 20:00:00,0.925,0.925,0.925,0.194,0.949,0.751
2013-04-30 21:00:00,0.886,0.886,0.886,0.169,0.945,0.757
2013-04-30 22:00:00,0.827,0.827,0.827,0.13,0.933,0.766
2013-04-30 23:00:00,0.805,0.805,0.805,0.069,0.907,0.763
2013-05-01 00:00:00,0.722,0.722,0.722,0.049,0.832,0.721
2013-05-01 01:00:00,0.625,0.625,0.625,0.034,0.712,0.678
2013-05-01 02:00:00,0.564,0.564,0.564,0.022,0.605,0.632
2013-05-01 03:00:00,0.562,0.562,0.562,0.016,0.582,0.604
2013-05-01 04:00:00,0.582,0.582,0.582,0.013,0.56,0.584
2013-05-01 05:00:00,0.52,0.52,0.52,0.009,0.489,0.516
2013-05-01 06:00:00,0.411,0.411,0.411,0.008,0.393,0.424
2013-05-01 07:00:00,0.333,0.333,0.333,0.012,0.31,0.347
2013-05-01 08:00:00,0.274,0.274,0.274,0.021,0.252,0.272
2013-05-01 09:00:00,0.196,0.196,0.196,0.034,0.207,0.179
2013-05-01 10:00:00,0.147,0.147,0.147,0.052,0.161,0.133
2013-05-01 11:00:00,0.176,0.176,0.176,0.069,0.139,0.146
2013-05-01 12:00:00,0.248,0.248,0.248,0.061,0.131,0.193
2013-05-01 13:00:00,0.31,0.31,0.31,0.05,0.125,0.235
2013-05-01 14:00:00,0.285,0.285,0.285,0.047,0.13,0.248
2013-05-01 15:00:00,0.181,0.181,0.181,0.04,0.104,0.236
2013-05-01 16:00:00,0.092,0.092,0.092,0.03,0.065,0.244
2013-05-01 17:00:00,0.038,0.038,0.038,0.027,0.032,0.292
2013-05-01 18:00:00,0.016,0.016,0.016,0.031,0.017,0.321
2013-05-01 19:00:00,0.02,0.02,0.02,0.036,0.016,0.342
2013-05-01 20:00:00,0.04,0.04,0.04,0.041,0.023,0.366
2013-05-01 21:00:00,0.075,0.075,0.075,0.042,0.06,0.388
2013-05-01 22:00:00,0.12,0.12,0.12,0.04,0.115,0.397
2013-05-01 23:00:00,0.096,0.096,0.096,0.03,0.145,0.376
2013-05-02 00:00:00,0.108,0.108,0.108,0.029,0.174,0.344
2013-05-02 01:00:00,0.107,0.107,0.107,0.041,0.165,0.316
2013-05-02 02:00:00,0.122,0.122,0.122,0.049,0.173,0.316
2013-05-02 03:00:00,0.122,0.122,0.122,0.058,0.214,0.323
2013-05-02 04:00:00,0.09,0.09,0.09,0.082,0.243,0.315
2013-05-02 05:00:00,0.037,0.037,0.037,0.111,0.199,0.29
2013-05-02 06:00:00,0.012,0.012,0.012,0.149,0.119,0.274
2013-05-02 07:00:00,0.003,0.003,0.003,0.184,0.079,0.258
2013-05-02 08:00:00,0.001,0.001,0.001,0.219,0.052,0.251
2013-05-02 09:00:00,0.001,0.001,0.001,0.238,0.033,0.257
2013-05-02 10:00:00,0.01,0.01,0.01,0.267,0.019,0.27
2013-05-02 11:00:00,0.115,0.115,0.115,0.255,0.031,0.297
2013-05-02 12:00:00,0.103,0.103,0.103,0.265,0.055,0.302
2013-05-02 13:00:00,0.061,0.061,0.061,0.277,0.049,0.314
2013-05-02 14:00:00,0.049,0.049,0.049,0.292,0.026,0.337
2013-05-02 15:00:00,0.051,0.051,0.051,0.334,0.018,0.322
2013-05-02 16:00:00,0.039,0.039,0.039,0.39,0.02,0.296
2013-05-02 17:00:00,0.041,0.041,0.041,0.431,0.024,0.336
2013-05-02 18:00:00,0.066,0.066,0.066,0.429,0.016,0.418
2013-05-02 19:00:00,0.092,0.092,0.092,0.42,0.007,0.384
2013-05-02 20:00:00,0.09,0.09,0.09,0.445,0.009,0.298
2013-05-02 21:00:00,0.06,0.06,0.06,0.46,0.01,0.252
2013-05-02 22:00:00,0.046,0.046,0.046,0.442,0.007,0.268
2013-05-02 23:00:00,0.047,0.047,0.047,0.426,0.022,0.348
2013-05-03 00:00:00,0.082,0.082,0.082,0.403,0.023,0.436
2013-05-03 01:00:00,0.085,0.085,0.085,0.338,0.01,0.399
2013-05-03 02:00:00,0.077,0.077,0.077,0.305,0.015,0.292
2013-05-03 03:00:00,0.08,0.08,0.08,0.331,0.068,0.228
2013-05-03 04:00:00,0.062,0.062,0.062,0.39,0.117,0.16
2013-05-03 05:00:00,0.064,0.064,0.064,0.422,0.168,0.122
2013-05-03 06:00:00,0.08,0.08,0.08,0.426,0.195,0.112
2013-05-03 07:00:00,0.101,0.101,0.101,0.403,0.215,0.099
2013-05-03 08:00:00,0.119,0.119,0.119,0.446,0.238,0.079
2013-05-03 09:00:00,0.123,0.123,0.123,0.44,0.265,0.054
2013-05-03 10:00:00,0.125,0.125,0.125,0.338,0.279,0.034
2013-05-03 11:00:00,0.042,0.042,0.042,0.202,0.138,0.011
2013-05-03 12:00:00,0.052,0.052,0.052,0.151,0.145,0.022
2013-05-03 13:00:00,0.085,0.085,0.085,0.128,0.178,0.047
2013-05-03 14:00:00,0.092,0.092,0.092,0.124,0.204,0.07
2013-05-03 15:00:00,0.092,0.092,0.092,0.127,0.236,0.09
2013-05-03 16:00:00,0.091,0.091,0.091,0.14,0.265,0.145
2013-05-03 17:00:00,0.087,0.087,0.087,0.151,0.292,0.207
2013-05-03 18:00:00,0.086,0.086,0.086,0.163,0.317,0.221
2013-05-03 19:00:00,0.088,0.088,0.088,0.17,0.301,0.203
2013-05-03 20:00:00,0.078,0.078,0.078,0.181,0.238,0.173
2013-05-03 21:00:00,0.054,0.054,0.054,0.191,0.157,0.186
2013-05-03 22:00:00,0.023,0.023,0.023,0.223,0.077,0.222
2013-05-03 23:00:00,0.002,0.002,0.002,0.339,0.008,0.238
2013-05-04 00:00:00,0.001,0.001,0.001,0.409,0.0,0.235
2013-05-04 01:00:00,0.0,0.0,0.0,0.497,0.0,0.228
2013-05-04 02:00:00,0.001,0.001,0.001,0.579,0.005,0.216
2013-05-04 03:00:00,0.003,0.003,0.003,0.634,0.036,0.208
2013-05-04 04:00:00,0.006,0.006,0.006,0.67,0.08,0.19
2013-05-04 05:00:00,0.005,0.005,0.005,0.685,0.086,0.172
2013-05-04 06:00:00,0.003,0.003,0.003,0.672,0.069,0.147
2013-05-04 07:00:00,0.001,0.001,0.001,0.659,0.046,0.119
2013-05-04 08:00:00,0.0,0.0,0.0,0.671,0.022,0.092
2013-05-04 09:00:00,0.0,0.0,0.0,0.695,0.004,0.079
2013-05-04 10:00:00,0.0,0.0,0.0,0.704,0.0,0.086
2013-05-04 11:00:00,0.0,0.0,0.0,0.661,0.001,0.099
2013-05-04 12:00:00,0.0,0.0,0.0,0.68,0.001,0.125
2013-05-04 13:00:00,0.002,0.002,0.002,0.734,0.0,0.164
2013-05-04 14:00:00,0.01,0.01,0.01,0.754,0.002,0.216
2013-05-04 15:00:00,0.021,0.021,0.021,0.765,0.011,0.264
2013-05-04 16:00:00,0.037,0.037,0.037,0.796,0.023,0.309
2013-05-04 17:00:00,0.063,0.063,0.063,0.806,0.042,0.393
2013-05-04 18:00:00,0.103,0.103,0.103,0.808,0.068,0.486
2013-05-04 19:00:00,0.145,0.145,0.145,0.816,0.107,0.541
2013-05-04 20:00:00,0.203,0.203,0.203,0.826,0.17,0.611
2013-05-04 21:00:00,0.306,0.306,0.306,0.778,0.284,0.681
2013-05-04 22:00:00,0.423,0.423,0.423,0.676,0.408,0.74
2013-05-04 23:00:00,0.537,0.537,0.537,0.52,0.525,0.79
2013-05-05 00:00:00,0.722,0.722,0.722,0.439,0.661,0.788
2013-05-05 01:00:00,0.849,0.849,0.849,0.429,0.747,0.765
2013-05-05 02:00:00,0.907,0.907,0.907,0.409,0.8,0.726
2013-05-05 03:00:00,0.899,0.899,0.899,0.363,0.888,0.723
2013-05-05 04:00:00,0.876,0.876,0.876,0.321,0.931,0.749
2013-05-05 05:00:00,0.9,0.9,0.9,0.279,0.926,0.748
2013-05-05 06:00:00,0.931,0.931,0.931,0.263,0.937,0.731
2013-05-05 07:00:00,0.94,0.94,0.94,0.268,0.945,0.724
2013-05-05 08:00:00,0.937,0.937,0.937,0.264,0.941,0.718
2013-05-05 09:00:00,0.94,0.94,0.94,0.24,0.94,0.736
2013-05-05 10:00:00,0.945,0.945,0.945,0.237,0.942,0.75
2013-05-05 11:00:00,0.892,0.892,0.892,0.135,0.874,0.617
2013-05-05 12:00:00,0.921,0.921,0.921,0.162,0.899,0.618
2013-05-05 13:00:00,0.926,0.926,0.926,0.21,0.903,0.594
2013-05-05 14:00:00,0.92,0.92,0.92,0.245,0.885,0.558
2013-05-05 15:00:00,0.905,0.905,0.905,0.266,0.879,0.521
2013-05-05 16:00:00,0.864,0.864,0.864,0.277,0.859,0.486
2013-05-05 17:00:00,0.793,0.793,0.793,0.261,0.805,0.454
2013-05-05 18:00:00,0.7,0.7,0.7,0.239,0.725,0.42
2013-05-05 19:00:00,0.624,0.624,0.624,0.204,0.62,0.388
2013-05-05 20:00:00,0.576,0.576,0.576,0.16,0.5,0.353
2013-05-05 21:00:00,0.521,0.521,0.521,0.123,0.366,0.304
2013-05-05 22:00:00,0.439,0.439,0.439,0.104,0.248,0.26
2013-05-05 23:00:00,0.39,0.39,0.39,0.09,0.232,0.302
