hour,PL,CZ,DE,LT,SE,SK
2012-01-01 00:00:00,0.114,0.256,0.281,0.174,0.165,0.034
2012-01-01 01:00:00,0.114,0.27,0.285,0.15,0.197,0.035
2012-01-01 02:00:00,0.118,0.276,0.301,0.119,0.244,0.047
2012-01-01 03:00:00,0.133,0.28,0.33,0.106,0.304,0.045
2012-01-01 04:00:00,0.162,0.284,0.368,0.097,0.356,0.043
2012-01-01 05:00:00,0.2,0.31,0.41,0.106,0.407,0.049
2012-01-01 06:00:00,0.244,0.334,0.448,0.114,0.455,0.059
2012-01-01 07:00:00,0.289,0.375,0.488,0.139,0.499,0.073
2012-01-01 08:00:00,0.323,0.415,0.517,0.18,0.548,0.081
2012-01-01 09:00:00,0.336,0.444,0.548,0.222,0.582,0.088
2012-01-01 10:00:00,0.324,0.453,0.568,0.247,0.613,0.091
2012-01-01 11:00:00,0.328,0.372,0.501,0.238,0.665,0.084
2012-01-01 12:00:00,0.346,0.427,0.531,0.237,0.67,0.078
2012-01-01 13:00:00,0.373,0.47,0.531,0.264,0.649,0.074
2012-01-01 14:00:00,0.42,0.508,0.517,0.3,0.646,0.091
2012-01-01 15:00:00,0.462,0.528,0.494,0.358,0.656,0.108
2012-01-01 16:00:00,0.48,0.534,0.473,0.433,0.654,0.126
2012-01-01 17:00:00,0.49,0.552,0.467,0.512,0.66,0.128
2012-01-01 18:00:00,0.483,0.578,0.474,0.606,0.664,0.136
2012-01-01 19:00:00,0.458,0.582,0.497,0.668,0.638,0.143
2012-01-01 20:00:00,0.432,0.571,0.524,0.707,0.618,0.131
2012-01-01 21:00:00,0.395,0.576,0.586,0.714,0.612,0.131
2012-01-01 22:00:00,0.363,0.583,0.641,0.709,0.593,0.131
2012-01-01 23:00:00,0.353,0.571,0.693,0.72,0.553,0.123
2012-01-02 00:00:00,0.379,0.594,0.718,0.732,0.545,0.142
2012-01-02 01:00:00,0.432,0.632,0.729,0.714,0.548,0.149
2012-01-02 02:00:00,0.507,0.663,0.722,0.686,0.556,0.151
2012-01-02 03:00:00,0.587,0.704,0.698,0.692,0.564,0.172
2012-01-02 04:00:00,0.647,0.724,0.687,0.696,0.561,0.182
2012-01-02 05:00:00,0.695,0.731,0.653,0.684,0.558,0.192
2012-01-02 06:00:00,0.727,0.716,0.582,0.689,0.559,0.216
2012-01-02 07:00:00,0.737,0.703,0.504,0.725,0.582,0.237
2012-01-02 08:00:00,0.725,0.697,0.437,0.81,0.597,0.263
2012-01-02 09:00:00,0.691,0.699,0.398,0.867,0.611,0.281
2012-01-02 10:00:00,0.655,0.693,0.372,0.887,0.627,0.284
2012-01-02 11:00:00,0.605,0.614,0.298,0.867,0.614,0.221
2012-01-02 12:00:00,0.552,0.603,0.295,0.873,0.606,0.228
2012-01-02 13:00:00,0.487,0.62,0.327,0.866,0.606,0.243
2012-01-02 14:00:00,0.436,0.617,0.347,0.829,0.62,0.269
2012-01-02 15:00:00,0.39,0.648,0.366,0.761,0.625,0.322
2012-01-02 16:00:00,0.379,0.666,0.364,0.656,0.606,0.374
2012-01-02 17:00:00,0.383,0.653,0.387,0.594,0.603,0.352
2012-01-02 18:00:00,0.403,0.64,0.423,0.547,0.612,0.325
2012-01-02 19:00:00,0.429,0.619,0.46,0.489,0.616,0.261
2012-01-02 20:00:00,0.454,0.592,0.482,0.37,0.628,0.198
2012-01-02 21:00:00,0.471,0.537,0.488,0.244,0.639,0.146
2012-01-02 22:00:00,0.473,0.467,0.491,0.203,0.656,0.107
2012-01-02 23:00:00,0.461,0.402,0.515,0.218,0.658,0.086
2012-01-03 00:00:00,0.453,0.382,0.522,0.232,0.65,0.071
2012-01-03 01:00:00,0.451,0.369,0.54,0.25,0.648,0.06
2012-01-03 02:00:00,0.446,0.362,0.551,0.255,0.631,0.053
2012-01-03 03:00:00,0.443,0.341,0.563,0.26,0.612,0.062
2012-01-03 04:00:00,0.452,0.356,0.589,0.308,0.593,0.072
2012-01-03 05:00:00,0.473,0.369,0.613,0.438,0.583,0.101
2012-01-03 06:00:00,0.491,0.389,0.644,0.548,0.58,0.135
2012-01-03 07:00:00,0.498,0.43,0.682,0.566,0.576,0.152
2012-01-03 08:00:00,0.498,0.483,0.727,0.616,0.568,0.135
