hour,PL,CZ,DE,LT,SE,SK
2013-01-01 00:00:00,0.703,0.698,0.753,0.804,0.427,0.077
2013-01-01 01:00:00,0.692,0.599,0.742,0.868,0.48,0.548
2013-01-01 02:00:00,0.692,0.612,0.729,0.854,0.484,0.556
2013-01-01 03:00:00,0.69,0.632,0.711,0.854,0.483,0.571
2013-01-01 04:00:00,0.696,0.638,0.709,0.843,0.476,0.579
2013-01-01 05:00:00,0.699,0.61,0.684,0.839,0.468,0.6
2013-01-01 06:00:00,0.703,0.61,0.664,0.845,0.447,0.626
2013-01-01 07:00:00,0.703,0.618,0.637,0.865,0.421,0.63
2013-01-01 08:00:00,0.703,0.639,0.619,0.867,0.389,0.632
2013-01-01 09:00:00,0.692,0.649,0.595,0.864,0.359,0.6
2013-01-01 10:00:00,0.685,0.623,0.582,0.857,0.325,0.531
2013-01-01 11:00:00,0.686,0.509,0.533,0.835,0.275,0.453
2013-01-01 12:00:00,0.693,0.497,0.518,0.808,0.246,0.45
2013-01-01 13:00:00,0.695,0.501,0.49,0.793,0.229,0.403
2013-01-01 14:00:00,0.694,0.546,0.481,0.794,0.215,0.356
2013-01-01 15:00:00,0.698,0.62,0.462,0.788,0.203,0.324
2013-01-01 16:00:00,0.692,0.636,0.434,0.787,0.202,0.354
2013-01-01 17:00:00,0.681,0.645,0.414,0.784,0.196,0.323
2013-01-01 18:00:00,0.663,0.67,0.408,0.786,0.191,0.311
2013-01-01 19:00:00,0.644,0.663,0.417,0.771,0.184,0.28
2013-01-01 20:00:00,0.618,0.645,0.427,0.76,0.179,0.227
2013-01-01 21:00:00,0.583,0.621,0.43,0.773,0.181,0.201
2013-01-01 22:00:00,0.547,0.586,0.439,0.78,0.183,0.18
2013-01-01 23:00:00,0.521,0.561,0.461,0.745,0.187,0.142
2013-01-02 00:00:00,0.488,0.496,0.455,0.74,0.187,0.12
2013-01-02 01:00:00,0.458,0.465,0.459,0.746,0.186,0.11
2013-01-02 02:00:00,0.435,0.447,0.471,0.736,0.187,0.091
2013-01-02 03:00:00,0.426,0.391,0.474,0.73,0.185,0.077
2013-01-02 04:00:00,0.426,0.365,0.487,0.692,0.189,0.061
2013-01-02 05:00:00,0.412,0.335,0.483,0.664,0.194,0.052
2013-01-02 06:00:00,0.404,0.351,0.493,0.634,0.189,0.044
2013-01-02 07:00:00,0.403,0.369,0.497,0.601,0.179,0.036
2013-01-02 08:00:00,0.403,0.4,0.482,0.545,0.168,0.029
2013-01-02 09:00:00,0.405,0.432,0.46,0.518,0.168,0.022
2013-01-02 10:00:00,0.409,0.491,0.446,0.509,0.175,0.017
2013-01-02 11:00:00,0.422,0.437,0.427,0.573,0.185,0.012
2013-01-02 12:00:00,0.445,0.505,0.426,0.588,0.203,0.012
