hour,PL,DE,LT,SE
2012-05-17 17:00:00,0.221,0.944,0.095,0.364
2012-05-17 18:00:00,0.377,0.945,0.172,0.419
2012-05-17 19:00:00,0.468,0.942,0.242,0.449
2012-05-17 20:00:00,0.546,0.937,0.274,0.466
2012-05-17 21:00:00,0.64,0.931,0.345,0.481
2012-05-17 22:00:00,0.738,0.926,0.525,0.54
2012-05-17 23:00:00,0.903,0.929,0.731,0.636
2012-05-18 00:00:00,0.919,0.925,0.717,0.651
2012-05-18 01:00:00,0.933,0.918,0.709,0.678
2012-05-18 02:00:00,0.93,0.915,0.709,0.687
2012-05-18 03:00:00,0.893,0.919,0.711,0.695
2012-05-18 04:00:00,0.878,0.919,0.803,0.688
2012-05-18 05:00:00,0.916,0.908,0.872,0.678
2012-05-18 06:00:00,0.937,0.878,0.857,0.675
2012-05-18 07:00:00,0.94,0.822,0.845,0.682
2012-05-18 08:00:00,0.933,0.731,0.847,0.657
2012-05-18 09:00:00,0.924,0.645,0.806,0.636
2012-05-18 10:00:00,0.916,0.575,0.803,0.638
2012-05-18 11:00:00,0.904,0.37,0.772,0.638
2012-05-18 12:00:00,0.908,0.321,0.779,0.647
2012-05-18 13:00:00,0.916,0.258,0.837,0.652
2012-05-18 14:00:00,0.935,0.211,0.871,0.673
2012-05-18 15:00:00,0.946,0.181,0.89,0.703
2012-05-18 16:00:00,0.948,0.177,0.92,0.705
2012-05-18 17:00:00,0.948,0.16,0.926,0.694
2012-05-18 18:00:00,0.948,0.124,0.906,0.691
2012-05-18 19:00:00,0.948,0.098,0.915,0.689
2012-05-18 20:00:00,0.944,0.079,0.936,0.676
2012-05-18 21:00:00,0.928,0.062,0.94,0.649
2012-05-18 22:00:00,0.888,0.055,0.929,0.62
2012-05-18 23:00:00,0.805,0.049,0.902,0.539
2012-05-19 00:00:00,0.808,0.056,0.902,0.532
2012-05-19 01:00:00,0.819,0.06,0.913,0.528
2012-05-19 02:00:00,0.79,0.066,0.904,0.511
2012-05-19 03:00:00,0.71,0.084,0.875,0.473
2012-05-19 04:00:00,0.634,0.114,0.814,0.44
2012-05-19 05:00:00,0.594,0.164,0.708,0.403
2012-05-19 06:00:00,0.554,0.223,0.636,0.37
2012-05-19 07:00:00,0.528,0.271,0.609,0.364
2012-05-19 08:00:00,0.481,0.323,0.599,0.352
2012-05-19 09:00:00,0.4,0.393,0.562,0.348
2012-05-19 10:00:00,0.338,0.491,0.549,0.345
2012-05-19 11:00:00,0.24,0.538,0.429,0.296
2012-05-19 12:00:00,0.229,0.562,0.426,0.325
2012-05-19 13:00:00,0.199,0.637,0.393,0.373
2012-05-19 14:00:00,0.151,0.701,0.355,0.39
2012-05-19 15:00:00,0.08,0.714,0.275,0.36
2012-05-19 16:00:00,0.028,0.697,0.2,0.3
2012-05-19 17:00:00,0.022,0.679,0.148,0.241
2012-05-19 18:00:00,0.068,0.687,0.109,0.2
2012-05-19 19:00:00,0.145,0.693,0.08,0.202
2012-05-19 20:00:00,0.18,0.708,0.074,0.246
2012-05-19 21:00:00,0.234,0.705,0.114,0.276
2012-05-19 22:00:00,0.342,0.673,0.228,0.287
2012-05-19 23:00:00,0.62,0.618,0.441,0.348
2012-05-20 00:00:00,0.699,0.519,0.555,0.396
2012-05-20 01:00:00,0.687,0.483,0.619,0.446
2012-05-20 02:00:00,0.632,0.345,0.627,0.438
2012-05-20 03:00:00,0.589,0.259,0.612,0.419
2012-05-20 04:00:00,0.631,0.226,0.558,0.411
2012-05-20 05:00:00,0.748,0.177,0.529,0.458
2012-05-20 06:00:00,0.815,0.133,0.541,0.504
2012-05-20 07:00:00,0.864,0.112,0.64,0.553
2012-05-20 08:00:00,0.888,0.112,0.71,0.586
2012-05-20 09:00:00,0.89,0.126,0.743,0.603
2012-05-20 10:00:00,0.889,0.135,0.736,0.618
2012-05-20 11:00:00,0.909,0.128,0.828,0.625
2012-05-20 12:00:00,0.908,0.146,0.787,0.658
2012-05-20 13:00:00,0.905,0.134,0.718,0.673
2012-05-20 14:00:00,0.892,0.112,0.653,0.688
2012-05-20 15:00:00,0.874,0.086,0.63,0.712
2012-05-20 16:00:00,0.846,0.069,0.657,0.73
2012-05-20 17:00:00,0.828,0.056,0.666,0.727
2012-05-20 18:00:00,0.825,0.052,0.663,0.719
2012-05-20 19:00:00,0.843,0.046,0.672,0.723
2012-05-20 20:00:00,0.883,0.041,0.736,0.737
2012-05-20 21:00:00,0.915,0.036,0.805,0.748
2012-05-20 22:00:00,0.919,0.033,0.844,0.748
2012-05-20 23:00:00,0.929,0.044,0.907,0.747
2012-08-20 00:00:00,0.668,0.144,0.518,0.479
2012-08-20 01:00:00,0.683,0.123,0.446,0.505
2012-08-20 02:00:00,0.724,0.116,0.422,0.53
2012-08-20 03:00:00,0.762,0.128,0.432,0.565
2012-08-20 04:00:00,0.79,0.164,0.468,0.583
2012-08-20 05:00:00,0.774,0.197,0.543,0.57
2012-08-20 06:00:00,0.788,0.187,0.579,0.581
2012-08-20 07:00:00,0.862,0.153,0.636,0.585
2012-08-20 08:00:00,0.893,0.119,0.709,0.568
2012-08-20 09:00:00,0.932,0.108,0.755,0.562
2012-08-20 10:00:00,0.943,0.083,0.8,0.558
2012-08-20 11:00:00,0.925,0.092,0.93,0.546
2012-08-20 12:00:00,0.934,0.081,0.945,0.549
2012-08-20 13:00:00,0.941,0.086,0.946,0.557
2012-08-20 14:00:00,0.944,0.121,0.946,0.575
2012-08-20 15:00:00,0.941,0.195,0.948,0.588
2012-08-20 16:00:00,0.932,0.195,0.948,0.602
2012-08-20 17:00:00,0.894,0.255,0.947,0.584
2012-08-20 18:00:00,0.839,0.308,0.933,0.564
2012-08-20 19:00:00,0.798,0.345,0.896,0.542
2012-08-20 20:00:00,0.692,0.379,0.811,0.476
2012-08-20 21:00:00,0.605,0.394,0.626,0.395
2012-08-20 22:00:00,0.425,0.331,0.477,0.353
2012-08-20 23:00:00,0.345,0.331,0.316,0.308
2012-08-21 00:00:00,0.226,0.311,0.248,0.233
2012-08-21 01:00:00,0.129,0.348,0.187,0.189
2012-08-21 02:00:00,0.111,0.432,0.176,0.174
2012-08-21 03:00:00,0.116,0.474,0.188,0.171
2012-08-21 04:00:00,0.151,0.409,0.197,0.214
2012-08-21 05:00:00,0.137,0.329,0.168,0.229
2012-08-21 06:00:00,0.102,0.217,0.132,0.221
2012-08-21 07:00:00,0.089,0.163,0.109,0.187
2012-08-21 08:00:00,0.106,0.17,0.109,0.207
2012-08-21 09:00:00,0.207,0.171,0.137,0.237
2012-08-21 10:00:00,0.29,0.132,0.175,0.22
2012-08-21 11:00:00,0.183,0.1,0.027,0.212
2012-08-21 12:00:00,0.42,0.145,0.053,0.401
2012-08-21 13:00:00,0.432,0.185,0.08,0.367
2012-08-21 14:00:00,0.344,0.216,0.047,0.302
2012-08-21 15:00:00,0.431,0.296,0.083,0.426
2012-08-21 16:00:00,0.674,0.367,0.13,0.515
2012-08-21 17:00:00,0.788,0.383,0.123,0.485
2012-08-21 18:00:00,0.727,0.344,0.078,0.408
2012-08-21 19:00:00,0.572,0.304,0.085,0.368
2012-08-21 20:00:00,0.585,0.259,0.077,0.368
2012-08-21 21:00:00,0.539,0.218,0.084,0.368
2012-08-21 22:00:00,0.425,0.197,0.113,0.346
2012-08-21 23:00:00,0.606,0.17,0.243,0.392
2012-08-22 00:00:00,0.523,0.134,0.435,0.326
2012-08-22 01:00:00,0.476,0.106,0.5,0.261
2012-08-22 02:00:00,0.371,0.102,0.5,0.276
2012-08-22 03:00:00,0.18,0.091,0.574,0.263
2012-08-22 04:00:00,0.057,0.074,0.629,0.234
2012-08-22 05:00:00,0.015,0.063,0.641,0.219
2012-08-22 06:00:00,0.04,0.046,0.726,0.223
2012-08-22 07:00:00,0.097,0.039,0.743,0.271
2012-08-22 08:00:00,0.141,0.032,0.703,0.314
2012-08-22 09:00:00,0.192,0.024,0.623,0.33
2012-08-22 10:00:00,0.23,0.02,0.477,0.321
2012-08-22 11:00:00,0.174,0.033,0.253,0.303
2012-08-22 12:00:00,0.136,0.027,0.158,0.297
2012-08-22 13:00:00,0.173,0.018,0.037,0.301
2012-08-22 14:00:00,0.218,0.015,0.004,0.296
2012-08-22 15:00:00,0.275,0.012,0.028,0.328
2012-08-22 16:00:00,0.347,0.019,0.084,0.385
2012-08-22 17:00:00,0.38,0.034,0.158,0.444
2012-08-22 18:00:00,0.493,0.048,0.2,0.51
2012-08-22 19:00:00,0.523,0.054,0.225,0.454
2012-08-22 20:00:00,0.451,0.054,0.245,0.375
2012-08-22 21:00:00,0.397,0.059,0.19,0.29
2012-08-22 22:00:00,0.277,0.056,0.16,0.191
2012-08-22 23:00:00,0.23,0.064,0.122,0.11
2012-08-23 00:00:00,0.203,0.16,0.077,0.064
2012-08-23 01:00:00,0.175,0.342,0.141,0.052
2012-08-23 02:00:00,0.149,0.319,0.185,0.058
2012-08-23 03:00:00,0.134,0.166,0.191,0.068
2012-08-23 04:00:00,0.083,0.206,0.239,0.062
2012-08-23 05:00:00,0.011,0.413,0.221,0.038
2012-08-23 06:00:00,0.015,0.592,0.083,0.039
2012-08-23 07:00:00,0.047,0.698,0.071,0.063
2012-08-23 08:00:00,0.076,0.721,0.158,0.094
2012-08-23 09:00:00,0.139,0.825,0.235,0.124
2012-08-23 10:00:00,0.156,0.897,0.377,0.241
2012-08-23 11:00:00,0.051,0.913,0.254,0.194
2012-08-23 12:00:00,0.224,0.894,0.165,0.313
2012-08-23 13:00:00,0.577,0.856,0.212,0.514
2012-08-23 14:00:00,0.888,0.865,0.306,0.63
2012-08-23 15:00:00,0.95,0.906,0.825,0.678
2012-08-23 16:00:00,0.95,0.922,0.949,0.712
2012-08-23 17:00:00,0.95,0.922,0.95,0.719
2012-08-23 18:00:00,0.95,0.915,0.95,0.71
2012-08-23 19:00:00,0.95,0.915,0.95,0.702
2012-08-23 20:00:00,0.95,0.92,0.95,0.679
2012-08-23 21:00:00,0.95,0.909,0.95,0.653
2012-08-23 22:00:00,0.95,0.898,0.95,0.653
2012-08-23 23:00:00,0.95,0.908,0.95,0.682
2012-08-24 00:00:00,0.942,0.9,0.95,0.685
2012-08-24 01:00:00,0.934,0.897,0.95,0.677
2012-08-24 02:00:00,0.93,0.852,0.948,0.667
2012-08-24 03:00:00,0.909,0.804,0.946,0.659
2012-08-24 04:00:00,0.902,0.749,0.938,0.688
2012-08-24 05:00:00,0.936,0.702,0.942,0.699
2012-08-24 06:00:00,0.947,0.71,0.948,0.694
2012-08-24 07:00:00,0.949,0.724,0.949,0.703
2012-08-24 08:00:00,0.95,0.725,0.949,0.702
2012-08-24 09:00:00,0.95,0.699,0.95,0.702
2012-08-24 10:00:00,0.95,0.629,0.95,0.715
2012-08-24 11:00:00,0.949,0.61,0.95,0.674
2012-08-24 12:00:00,0.948,0.633,0.95,0.682
2012-08-24 13:00:00,0.949,0.598,0.95,0.699
2012-08-24 14:00:00,0.95,0.603,0.95,0.705
2012-08-24 15:00:00,0.95,0.567,0.949,0.693
2012-08-24 16:00:00,0.95,0.496,0.95,0.682
2012-08-24 17:00:00,0.95,0.449,0.95,0.669
2012-08-24 18:00:00,0.95,0.381,0.95,0.655
2012-08-24 19:00:00,0.948,0.281,0.95,0.633
2012-08-24 20:00:00,0.942,0.208,0.949,0.592
2012-08-24 21:00:00,0.936,0.151,0.945,0.565
2012-08-24 22:00:00,0.903,0.117,0.942,0.532
2012-08-24 23:00:00,0.842,0.107,0.944,0.48
2012-08-25 00:00:00,0.738,0.101,0.926,0.407
2012-08-25 01:00:00,0.644,0.071,0.901,0.38
2012-08-25 02:00:00,0.527,0.038,0.792,0.335
2012-08-25 03:00:00,0.441,0.027,0.696,0.279
2012-08-25 04:00:00,0.455,0.021,0.639,0.263
2012-08-25 05:00:00,0.437,0.019,0.618,0.229
2012-08-25 06:00:00,0.328,0.012,0.562,0.182
2012-08-25 07:00:00,0.235,0.007,0.437,0.133
2012-08-25 08:00:00,0.266,0.004,0.359,0.125
2012-08-25 09:00:00,0.182,0.004,0.394,0.088
2012-08-25 10:00:00,0.106,0.005,0.248,0.06
2012-08-25 11:00:00,0.075,0.008,0.167,0.056
2012-08-25 12:00:00,0.066,0.005,0.172,0.064
2012-08-25 13:00:00,0.031,0.004,0.186,0.062
2012-08-25 14:00:00,0.011,0.006,0.134,0.054
2012-08-25 15:00:00,0.002,0.007,0.062,0.043
2012-08-25 16:00:00,0.002,0.009,0.026,0.037
2012-08-25 17:00:00,0.009,0.015,0.031,0.037
2012-08-25 18:00:00,0.025,0.029,0.071,0.042
2012-08-25 19:00:00,0.028,0.036,0.104,0.043
2012-08-25 20:00:00,0.028,0.058,0.067,0.044
2012-08-25 21:00:00,0.025,0.106,0.05,0.049
2012-08-25 22:00:00,0.023,0.139,0.038,0.052
2012-08-25 23:00:00,0.003,0.117,0.025,0.034
2012-08-26 00:00:00,0.0,0.144,0.023,0.016
