hour,PL,CZ,DE,LT,SE,SK
2015-03-01 00:00:00,0.185,0.125,0.613,0.145,0.673,0.006
2015-03-01 01:00:00,0.21,0.17,0.63,0.18,0.683,0.006
2015-03-01 02:00:00,0.227,0.219,0.653,0.212,0.701,0.006
2015-03-01 03:00:00,0.252,0.249,0.674,0.226,0.72,0.007
2015-03-01 04:00:00,0.281,0.281,0.699,0.224,0.746,0.015
2015-03-01 05:00:00,0.317,0.343,0.719,0.228,0.779,0.028
2015-03-01 06:00:00,0.355,0.407,0.739,0.227,0.811,0.034
2015-03-01 07:00:00,0.379,0.436,0.751,0.242,0.832,0.038
2015-03-01 08:00:00,0.4,0.469,0.75,0.271,0.853,0.039
2015-03-01 09:00:00,0.461,0.497,0.74,0.324,0.854,0.053
2015-03-01 10:00:00,0.545,0.506,0.722,0.373,0.868,0.14
2015-03-01 11:00:00,0.611,0.418,0.627,0.425,0.854,0.216
2015-03-01 12:00:00,0.651,0.494,0.627,0.461,0.861,0.361
2015-03-01 13:00:00,0.666,0.546,0.635,0.521,0.875,0.467
2015-03-01 14:00:00,0.656,0.599,0.656,0.578,0.872,0.483
2015-03-01 15:00:00,0.623,0.619,0.656,0.543,0.866,0.428
2015-03-01 16:00:00,0.622,0.624,0.634,0.527,0.868,0.326
2015-03-01 17:00:00,0.628,0.666,0.629,0.652,0.852,0.291
2015-03-01 18:00:00,0.617,0.669,0.585,0.762,0.845,0.284
2015-03-01 19:00:00,0.582,0.635,0.531,0.819,0.834,0.286
2015-03-01 20:00:00,0.544,0.599,0.478,0.84,0.82,0.268
2015-03-01 21:00:00,0.505,0.605,0.469,0.839,0.803,0.246
2015-03-01 22:00:00,0.48,0.603,0.496,0.822,0.789,0.221
2015-03-01 23:00:00,0.452,0.537,0.501,0.783,0.732,0.184
2015-03-02 00:00:00,0.414,0.523,0.536,0.746,0.712,0.187
2015-03-02 01:00:00,0.376,0.475,0.56,0.703,0.709,0.19
2015-03-02 02:00:00,0.348,0.494,0.603,0.651,0.694,0.2
2015-03-02 03:00:00,0.325,0.564,0.638,0.604,0.679,0.189
2015-03-02 04:00:00,0.318,0.611,0.674,0.545,0.653,0.218
2015-03-02 05:00:00,0.311,0.666,0.691,0.488,0.624,0.298
2015-03-02 06:00:00,0.308,0.734,0.716,0.453,0.602,0.329
2015-03-02 07:00:00,0.289,0.781,0.73,0.441,0.576,0.354
2015-03-02 08:00:00,0.278,0.81,0.728,0.427,0.544,0.402
2015-03-02 09:00:00,0.29,0.813,0.728,0.514,0.531,0.388
2015-03-02 10:00:00,0.336,0.802,0.74,0.524,0.55,0.379
2015-03-02 11:00:00,0.427,0.766,0.65,0.428,0.484,0.366
2015-03-02 12:00:00,0.534,0.795,0.714,0.428,0.478,0.381
2015-03-02 13:00:00,0.647,0.793,0.749,0.379,0.473,0.388
2015-03-02 14:00:00,0.734,0.779,0.767,0.305,0.451,0.489
2015-03-02 15:00:00,0.776,0.768,0.761,0.257,0.412,0.506
2015-03-02 16:00:00,0.817,0.764,0.728,0.281,0.393,0.403
2015-03-02 17:00:00,0.83,0.724,0.698,0.42,0.394,0.415
2015-03-02 18:00:00,0.825,0.708,0.665,0.571,0.395,0.379
2015-03-02 19:00:00,0.813,0.682,0.654,0.627,0.392,0.456
2015-03-02 20:00:00,0.8,0.662,0.652,0.579,0.382,0.516
2015-03-02 21:00:00,0.783,0.64,0.663,0.588,0.366,0.441
2015-03-02 22:00:00,0.775,0.648,0.678,0.668,0.351,0.408
2015-03-02 23:00:00,0.777,0.713,0.714,0.715,0.334,0.31
2015-03-03 00:00:00,0.78,0.721,0.705,0.742,0.312,0.187
2015-03-03 01:00:00,0.785,0.756,0.697,0.76,0.3,0.18
2015-03-03 02:00:00,0.789,0.838,0.696,0.801,0.294,0.3
2015-03-03 03:00:00,0.793,0.878,0.699,0.861,0.279,0.501
2015-03-03 04:00:00,0.792,0.903,0.692,0.885,0.268,0.655
2015-03-03 05:00:00,0.789,0.897,0.678,0.886,0.258,0.743
2015-03-03 06:00:00,0.795,0.886,0.663,0.889,0.245,0.765
2015-03-03 07:00:00,0.794,0.872,0.649,0.894,0.237,0.752
2015-03-03 08:00:00,0.798,0.848,0.623,0.898,0.235,0.692
