hour,PL,CZ,DE,LT,SE,SK
2013-03-09 00:00:00,0.449,0.083,0.382,0.272,0.24,0.099
2013-03-09 01:00:00,0.428,0.063,0.379,0.282,0.237,0.085
2013-03-09 02:00:00,0.417,0.048,0.38,0.266,0.234,0.077
2013-03-09 03:00:00,0.411,0.041,0.381,0.243,0.236,0.063
2013-03-09 04:00:00,0.395,0.034,0.393,0.241,0.235,0.053
2013-03-09 05:00:00,0.385,0.028,0.403,0.263,0.238,0.053
2013-03-09 06:00:00,0.384,0.022,0.408,0.313,0.237,0.049
2013-03-09 07:00:00,0.391,0.017,0.412,0.364,0.236,0.045
2013-03-09 08:00:00,0.408,0.014,0.414,0.354,0.216,0.024
2013-03-09 09:00:00,0.416,0.013,0.415,0.331,0.214,0.014
2013-03-09 10:00:00,0.422,0.014,0.413,0.313,0.2,0.012
2013-03-09 11:00:00,0.427,0.01,0.356,0.268,0.189,0.016
2013-03-09 12:00:00,0.43,0.01,0.369,0.265,0.187,0.026
2013-03-09 13:00:00,0.435,0.012,0.37,0.299,0.185,0.033
2013-03-09 14:00:00,0.443,0.017,0.365,0.379,0.191,0.03
2013-03-09 15:00:00,0.452,0.024,0.364,0.47,0.206,0.021
2013-03-09 16:00:00,0.449,0.022,0.37,0.526,0.237,0.021
2013-03-09 17:00:00,0.476,0.024,0.357,0.643,0.275,0.032
2013-03-09 18:00:00,0.524,0.031,0.37,0.724,0.314,0.046
2013-03-09 19:00:00,0.546,0.034,0.374,0.741,0.328,0.043
2013-03-09 20:00:00,0.553,0.035,0.38,0.741,0.338,0.029
2013-03-09 21:00:00,0.549,0.034,0.383,0.737,0.344,0.019
2013-03-09 22:00:00,0.536,0.035,0.38,0.753,0.352,0.012
2013-03-09 23:00:00,0.522,0.047,0.34,0.754,0.385,0.016
2013-03-10 00:00:00,0.513,0.049,0.367,0.74,0.408,0.012
2013-03-10 01:00:00,0.517,0.052,0.374,0.715,0.43,0.012
2013-03-10 02:00:00,0.538,0.073,0.374,0.741,0.452,0.014
2013-03-10 03:00:00,0.567,0.088,0.372,0.751,0.471,0.018
2013-03-10 04:00:00,0.594,0.095,0.374,0.737,0.503,0.026
